ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,SIte,Other - SIte,Ceylon Grid ID,Other - Ceylon Grid ID,Burrow ID Number,Type of Burrow,Other - Type of Burrow,Burrow Width (cm),Does this burrow have a gopher frog record?,Did you see a gopher frog?,Did you see a tortoise?,Did you set a trap?,Should this burrow be scoped again?,Burrow Notes ,Did you add the burrow to the scoping Avenza Layer?,Notes ,Could you scope to the end of the burrow?,Has this been scoped previously this season? ,x,y
150,ae4a2c39-2489-40d9-85a7-6feb9404b1b5,01/24/2024 15:50:24.704,kfh39602_USG,01/24/2024 15:50:24.704,kfh39602_USG,01/23/2024 20:30:09.989,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9003,Tortoise Burrow,,15,Yes,No,No,Yes,Yes,,Yes,,Yes,Yes,-81.61834769,30.93696686
151,bbe3abb0-d2ef-4b8b-a90b-8ddad398887d,01/24/2024 15:50:25.197,kfh39602_USG,01/24/2024 15:50:25.197,kfh39602_USG,01/23/2024 20:52:45.721,Kristina_Hefferle_,,Ceylon WMA,,F9,,F9038,Tortoise Burrow,,8,Yes,No,Yes,No,Yes,,Yes,,Yes,Yes,-81.61773611,30.93651616
152,cf59056f-a9aa-4464-9e66-a71d4c2c36fe,01/24/2024 15:50:25.692,kfh39602_USG,01/24/2024 15:50:25.692,kfh39602_USG,01/23/2024 21:10:51.585,Kristina_Hefferle_,,Ceylon WMA,,F9,,F9033,Tortoise Burrow,,33,Yes,No,No,No,Yes,,Yes,,Yes,Yes,-81.61658006,30.93596693
153,0becd0c5-965c-4f6d-98c0-23e802176ceb,01/24/2024 15:50:26.229,kfh39602_USG,01/24/2024 15:50:26.229,kfh39602_USG,01/23/2024 22:40:41.248,Kristina_Hefferle_,,Ceylon WMA,,H9,,H9003,Tortoise Burrow,,34,No,No,No,No,Yes,Water,Yes,,No,No,-81.59233049,30.93644047
154,e7edc98e-8927-414c-82c3-5fc39fcd5a2f,01/24/2024 15:50:26.631,kfh39602_USG,01/24/2024 15:50:26.631,kfh39602_USG,01/23/2024 22:46:32.011,Kristina_Hefferle_,,Ceylon WMA,,H9,,H9004,Tortoise Burrow,,18,No,No,No,No,Yes,Water,Yes,,No,No,-81.59219515,30.9365492
155,78a774ec-5b13-42df-b3ab-304b21b2f318,01/24/2024 15:50:27.187,kfh39602_USG,01/24/2024 15:50:27.187,kfh39602_USG,01/23/2024 23:08:12.860,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,H9,,H9007,Tortoise Burrow,,30,No,No,Yes,No,Yes,,Yes,,Yes,No,-81.59297448,30.93795614
156,9c2d22e1-dcd4-425d-bb3d-7f8b180578e7,01/24/2024 15:50:27.771,kfh39602_USG,01/24/2024 15:50:27.771,kfh39602_USG,01/23/2024 23:20:53.026,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,H8,,H8001,Tortoise Burrow,,35,No,No,No,No,Yes,,Yes,,Yes,No,-81.59428163,30.94090377
157,e16d9315-e9de-486b-9a89-097c2948771e,01/24/2024 15:50:28.399,kfh39602_USG,01/24/2024 15:50:28.399,kfh39602_USG,01/23/2024 23:47:40.614,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,H8,,H8003,Tortoise Burrow,,35,No,No,No,No,Yes,"Black widow, estimated width 
",Yes,,No,No,-81.59390711,30.94155655
158,9e82ac49-afe2-4742-b115-f312291f1631,01/24/2024 15:50:28.928,kfh39602_USG,01/24/2024 15:50:28.928,kfh39602_USG,01/23/2024 23:54:59.518,Kristina_Hefferle_,,Ceylon WMA,,H8,,H8002,Tortoise Burrow,,20,No,No,No,No,No,,Yes,,Yes,No,-81.59373419,30.94151159
159,dd917ab9-a686-4fac-8505-23814edbaa6d,01/24/2024 15:59:23.125,ek30648_USG,01/24/2024 15:59:23.125,ek30648_USG,01/23/2024 22:22:55.859,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,H9,,H9001,Tortoise Burrow,,30,No,No,Yes,No,Yes,,Yes,,No,No,-81.59208042,30.93578839
160,498836d4-6112-4af5-8f8f-1e6871c71d01,01/24/2024 15:59:23.635,ek30648_USG,01/24/2024 15:59:23.635,ek30648_USG,01/23/2024 22:29:17.851,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,H9,,H9002,Stump Hole,,30,No,No,No,No,No,Bad,Yes,,No,No,-81.59222794,30.93606043
161,17519a07-5767-4a0a-8b05-70f4c3aa134a,01/24/2024 15:59:24.165,ek30648_USG,01/24/2024 15:59:24.165,ek30648_USG,01/23/2024 22:50:00.025,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,H9,,H9005,Tortoise Burrow,,15,No,No,No,No,Yes,,Yes,,No,No,-81.59222233,30.93676767
162,173b9d4f-86c3-4750-8aa0-87aabc24a06b,01/24/2024 15:59:24.668,ek30648_USG,01/24/2024 15:59:24.668,ek30648_USG,01/23/2024 22:55:27.555,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,H9,,H9006,Tortoise Burrow,,22,No,No,No,No,No,,Yes,,No,No,-81.59212001,30.93733358
163,f104e194-d48b-4559-b55c-57ce9082fccd,01/24/2024 15:59:25.146,ek30648_USG,01/24/2024 15:59:25.146,ek30648_USG,01/23/2024 23:37:43.365,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,H8,,H8002,Tortoise Burrow,,32,No,No,No,No,Yes,Wet,Yes,,No,No,-81.59408843,30.94167964
164,f21e6ac7-6628-4935-9b0f-813f1cf81ac9,01/24/2024 15:59:25.707,ek30648_USG,01/24/2024 15:59:25.707,ek30648_USG,01/23/2024 23:53:04.344,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,H8,,H8005,Tortoise Burrow,,34,No,No,Yes,No,Yes,,Yes,,No,No,-81.59388113,30.941452
165,2e9d853b-4b27-49f5-81ca-eeefe31a1b51,01/25/2024 14:21:47.025,kfh39602_USG,01/25/2024 14:21:47.025,kfh39602_USG,01/24/2024 20:41:53.788,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6043,Stump Hole,,13,No,No,No,No,No,,Yes,,Yes,No,-81.6280002,30.95483777
166,6c28ba1a-cce3-416b-8a50-c1c19cf56de6,01/25/2024 14:21:47.681,kfh39602_USG,01/25/2024 14:21:47.681,kfh39602_USG,01/24/2024 20:51:13.459,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6044,Tortoise Burrow,,18,No,No,No,No,Yes,,Yes,,Yes,No,-81.62816299,30.9553323
167,1b45ee6a-132e-4667-aae8-343be4624a0e,01/25/2024 14:21:48.204,kfh39602_USG,01/25/2024 14:21:48.204,kfh39602_USG,01/24/2024 21:03:39.542,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6045,Stump Hole,,14,No,No,No,No,No,,Yes,,Yes,No,-81.62813013,30.95580228
168,09f47d0a-218d-4e88-b9c0-245f39368e5e,01/25/2024 14:21:48.712,kfh39602_USG,01/25/2024 14:21:48.712,kfh39602_USG,01/24/2024 21:17:41.319,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6046,Tortoise Burrow,,32,No,No,No,No,No,,Yes,,Yes,No,-81.62841613,30.95571384
169,ab86353a-3c28-426c-9db0-2e985cbf1f57,01/25/2024 14:21:49.229,kfh39602_USG,01/25/2024 14:21:49.229,kfh39602_USG,01/24/2024 21:24:20.050,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6047,Tortoise Burrow,,36,No,No,No,No,Yes,,Yes,,Yes,No,-81.62817296,30.95590912
170,80bbae46-c4cd-416b-8487-1dd217287aeb,01/25/2024 14:21:49.642,kfh39602_USG,01/25/2024 14:21:49.642,kfh39602_USG,01/24/2024 21:30:51.149,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6048,Tortoise Burrow,,28,Yes,No,Yes,No,Yes,,Yes,,Yes,No,-81.62758638,30.9558532
171,8cd43fc8-a643-4807-8678-fe30ed93c361,01/25/2024 14:21:50.415,kfh39602_USG,01/25/2024 14:21:50.415,kfh39602_USG,01/24/2024 21:38:24.138,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6049,Tortoise Burrow,,21,Yes,No,Yes,No,Yes,,Yes,,Yes,No,-81.62761688,30.95553592
172,8318b080-5645-4ada-9285-d2dbca0465c8,01/25/2024 14:21:51.050,kfh39602_USG,01/25/2024 14:21:51.050,kfh39602_USG,01/24/2024 21:46:23.777,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6015,Tortoise Burrow,,30,Yes,No,No,No,Yes,,Yes,,Yes,Yes,-81.62762522,30.95500819
173,303410d7-a511-46a6-a5ec-06560ed322b9,01/25/2024 14:21:51.645,kfh39602_USG,01/25/2024 14:21:51.645,kfh39602_USG,01/24/2024 21:52:12.691,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6050,Tortoise Burrow,,30,No,No,Yes,No,Yes,,Yes,,Yes,No,-81.62789078,30.95500067
174,29534d87-ab81-4124-88e0-e351c8472b39,01/25/2024 14:21:52.169,kfh39602_USG,01/25/2024 14:21:52.169,kfh39602_USG,01/24/2024 21:58:55.588,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6051,Tortoise Burrow,,22,No,No,No,No,Yes,,Yes,,No,No,-81.62791728,30.95520671
175,64eaec5b-3250-4f71-a42b-0f7c19299400,01/25/2024 14:21:52.691,kfh39602_USG,01/25/2024 14:21:52.691,kfh39602_USG,01/24/2024 22:16:50.044,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6052,Tortoise Burrow,,25,No,No,No,No,Yes,,Yes,,No,No,-81.62802568,30.95493176
176,569b44b4-a039-48f3-92e0-cb8da977db6a,01/25/2024 14:21:53.216,kfh39602_USG,01/25/2024 14:21:53.216,kfh39602_USG,01/24/2024 22:22:54.364,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6053,Tortoise Burrow,,16,No,No,No,No,Yes,,Yes,,Yes,No,-81.62803997,30.95469188
177,1a4b67f0-720b-4de5-b7a3-419669fc763d,01/25/2024 14:21:53.670,kfh39602_USG,01/25/2024 14:21:53.670,kfh39602_USG,01/24/2024 22:31:37.556,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6054,Tortoise Burrow,,20,No,No,No,No,Yes,,Yes,,Yes,No,-81.62784081,30.95596761
178,582d46dd-6bfc-4593-9fbb-e07e3893248d,01/25/2024 14:21:54.207,kfh39602_USG,01/25/2024 14:21:54.207,kfh39602_USG,01/24/2024 23:13:54.462,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E5,,E5001,Tortoise Burrow,,30,No,No,No,No,Yes,Garter snake near burrow ,Yes,,No,No,-81.62743584,30.95899911
179,0a6da4da-482d-4e54-a8c1-965986c55c1b,01/25/2024 14:21:55.046,kfh39602_USG,01/25/2024 14:21:55.046,kfh39602_USG,01/24/2024 23:19:06.705,Kristina_Hefferle_,,Ceylon WMA,,E5,,E5002,Tortoise Burrow,,16,No,No,No,No,No,,Yes,,Yes,No,-81.62737414,30.95936913
180,37e6149d-b0e1-48da-bace-0cebdea0b064,01/25/2024 14:21:55.584,kfh39602_USG,01/25/2024 14:21:55.584,kfh39602_USG,01/24/2024 23:27:52.634,Kristina_Hefferle_,,Ceylon WMA,,E5,,E5004,Tortoise Burrow,,29,No,No,No,No,Yes,,Yes,,Yes,No,-81.62740415,30.95960249
181,6e05b232-eae4-43b4-8183-ce2a0f4207ab,01/25/2024 14:21:56.061,kfh39602_USG,01/25/2024 14:21:56.061,kfh39602_USG,01/24/2024 23:49:20.328,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,E5,,E5006,Tortoise Burrow,,15,No,No,No,No,Yes,,Yes,,Yes,No,-81.62681844,30.96163968
182,f909a71c-a423-4bc1-8970-0de134cdccf8,01/25/2024 15:01:44.249,ek30648_USG,01/25/2024 15:01:44.249,ek30648_USG,01/24/2024 23:20:55.038,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E5,,E5003,Tortoise Burrow,,34,Yes,No,No,No,Yes,,Yes,,No,No,-81.62730513,30.95959551
183,a14b63fa-5b2f-4311-8333-e8f2f236dfb7,01/25/2024 15:01:44.786,ek30648_USG,01/25/2024 15:01:44.786,ek30648_USG,01/24/2024 23:37:21.538,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E5,,E5005,Tortoise Burrow,,32,No,No,No,No,Yes,,Yes,,Yes,No,-81.62718973,30.95989177
184,2fdb6c2e-4ec9-4655-a31e-7880f3e2a24a,01/26/2024 12:57:40.479,kfh39602_USG,01/26/2024 12:57:40.479,kfh39602_USG,01/25/2024 19:18:02.815,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6008,Tortoise Burrow,,14,Yes,No,No,Yes,Yes,,Yes,,Yes,Yes,-81.62849535,30.95419501
185,e77d09c9-9c35-426b-92aa-6e3e9444afd1,01/26/2024 12:57:41.356,kfh39602_USG,01/26/2024 12:57:41.356,kfh39602_USG,01/25/2024 19:24:17.791,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6055,Tortoise Burrow,,12,Yes,No,No,No,No,,Yes,,Yes,No,-81.62838735,30.9542693
186,0c693c78-3f85-4aa7-9354-91b37c5a5958,01/26/2024 12:57:41.866,kfh39602_USG,01/26/2024 12:57:41.866,kfh39602_USG,01/25/2024 19:29:48.053,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6056,Tortoise Burrow,,15,No,No,No,No,No,Collapsed ,Yes,,Yes,No,-81.62829305,30.95437617
187,6ec4875b-33a7-4a6d-ae79-0ee3d9a10fcd,01/26/2024 12:57:42.403,kfh39602_USG,01/26/2024 12:57:42.403,kfh39602_USG,01/25/2024 19:41:35.975,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,E6,,E6058,Tortoise Burrow,,12,No,No,Yes,Yes,Yes,,Yes,,Yes,No,-81.62782466,30.95525169
188,f1e9e084-a7b6-4f40-b045-2acd14cf10e5,01/26/2024 12:57:42.919,kfh39602_USG,01/26/2024 12:57:42.919,kfh39602_USG,01/25/2024 20:23:32.364,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6059,Tortoise Burrow,,22,No,No,No,No,Yes,Well maintained ,Yes,,No,No,-81.62860974,30.95509122
189,17860230-61ef-4fc2-adc9-3b9f4beaea76,01/26/2024 12:57:43.451,kfh39602_USG,01/26/2024 12:57:43.451,kfh39602_USG,01/25/2024 21:35:14.483,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7044,Tortoise Burrow,,27,No,No,No,Yes,Yes,,Yes,,No,Yes,-81.63065679,30.95070935
190,0d370cba-18e9-4f41-a4b0-31b9f49d3c5d,01/26/2024 12:57:44.252,kfh39602_USG,01/26/2024 12:57:44.252,kfh39602_USG,01/25/2024 21:38:14.998,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,D7,,D7045,other,Chimney,7,No,No,No,Yes,Yes,,Yes,Chimney for D7045,No,Yes,-81.6306507,30.95070876
191,ce26bb20-fa69-488c-974b-c266923cca0f,01/26/2024 12:57:44.781,kfh39602_USG,01/26/2024 12:57:44.781,kfh39602_USG,01/25/2024 21:44:15.070,Kristina_Hefferle_,,Ceylon WMA,,D7,,D7046,Tortoise Burrow,,22,No,No,No,Yes,Yes,,Yes,,Yes,Yes,-81.63070624,30.9509228
192,c13abc90-7b3e-4431-b7ee-f86d72b5aac7,01/26/2024 12:57:45.553,kfh39602_USG,01/26/2024 12:57:45.553,kfh39602_USG,01/25/2024 21:51:58.886,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,D7,,D7047,Tortoise Burrow,,32,No,No,No,Yes,Yes,"Water
",Yes,,No,Yes,-81.63095367,30.95072985
193,24e467ad-b870-43ec-a417-4c7a02c7d3f2,01/26/2024 12:57:45.992,kfh39602_USG,01/26/2024 12:57:45.992,kfh39602_USG,01/25/2024 21:55:02.325,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7048,Tortoise Burrow,,7,No,No,No,No,Yes,,Yes,,Yes,No,-81.63099551,30.95083604
194,3ed07baf-21ba-442d-83bf-a800528ab6e1,01/26/2024 12:57:46.509,kfh39602_USG,01/26/2024 12:57:46.509,kfh39602_USG,01/25/2024 22:43:51.107,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7055,Tortoise Burrow,,20,No,No,No,No,Yes,,Yes,,No,No,-81.63219585,30.95007639
195,a6d83c87-b001-41d4-9b0e-24fa5e8a7eb5,01/26/2024 12:57:46.997,kfh39602_USG,01/26/2024 12:57:46.997,kfh39602_USG,01/25/2024 22:48:43.759,Kristina_Hefferle_,,Ceylon WMA,,D7,,D7056,Tortoise Burrow,,25,Yes,No,No,No,No,"Packed with pine straw
",Yes,,No,No,-81.63206909,30.94943809
196,b1ff2a26-2ae3-4978-a943-cd875b1ab3b5,01/26/2024 12:57:47.436,kfh39602_USG,01/26/2024 12:57:47.436,kfh39602_USG,01/25/2024 22:54:56.686,Kristina_Hefferle_,,Ceylon WMA,,D7,,D7057,Tortoise Burrow,,25,No,No,No,No,No,,Yes,,No,No,-81.63178566,30.94930863
197,7f1febf8-7d0f-4538-b9a9-77817a4e2e4e,01/26/2024 12:57:47.927,kfh39602_USG,01/26/2024 12:57:47.927,kfh39602_USG,01/25/2024 22:57:23.594,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7058,Tortoise Burrow,,28,No,No,No,No,Yes,,Yes,,Yes,No,-81.6316231,30.94927261
198,334e8bfd-10c4-472f-9ce0-8044d00aebb6,01/26/2024 12:57:48.559,kfh39602_USG,01/26/2024 12:57:48.559,kfh39602_USG,01/25/2024 23:15:04.253,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,D7,,D7015,Tortoise Burrow,,30,Yes,No,No,No,No,,Yes,,No,Yes,-81.63279776,30.94777055
199,eef83637-b29b-4fc8-8262-6272961b93e3,01/26/2024 12:57:49.048,kfh39602_USG,01/26/2024 12:57:49.048,kfh39602_USG,01/25/2024 23:26:26.372,Kristina_Hefferle_,,Ceylon WMA,,D7,,D7025,Tortoise Burrow,,27,Yes,No,Yes,No,Yes,,Yes,,Yes,Yes,-81.63358409,30.94658967
200,9081c3a0-1f0e-4337-b9ef-495ec338efe7,01/26/2024 12:57:49.659,kfh39602_USG,01/26/2024 12:57:49.659,kfh39602_USG,01/25/2024 23:34:56.584,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7024,Tortoise Burrow,,25,No,No,No,No,Yes,,Yes,,No,Yes,-81.63352433,30.94663362
201,75eb5200-666e-41ce-b20f-03ccfc879542,01/26/2024 12:57:50.205,kfh39602_USG,01/26/2024 12:57:50.205,kfh39602_USG,1/26/24 0:16,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,E7,,E7001,Tortoise Burrow,,10,Yes,Yes,No,Yes,Yes,"Didn’t scope the burrow, saw a frog at its opening ",Yes,,No,No,-81.62961831,30.95003806
202,76a914d2-541c-46bb-a40c-a62e7b6ec9a2,01/26/2024 15:52:48.461,ek30648_USG,01/26/2024 15:52:48.461,ek30648_USG,01/25/2024 19:34:50.003,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6057,Tortoise Burrow,,8,No,No,No,No,Yes,,Yes,,Yes,No,-81.6276262,30.95495168
203,07aefdec-5a4c-4e48-a1cb-ed6832df9759,01/26/2024 15:52:49.586,ek30648_USG,01/26/2024 15:52:49.586,ek30648_USG,01/25/2024 20:23:54.980,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6060,Tortoise Burrow,,7,No,No,Yes,Yes,Yes,,Yes,,Yes,No,-81.62825777,30.95485227
204,46392e36-1a41-4ebd-a89f-e1c40056d948,01/26/2024 15:52:50.979,ek30648_USG,01/26/2024 15:52:50.979,ek30648_USG,1/25/24 21:59,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7049,Tortoise Burrow,,15,Yes,No,No,No,No,Collapsed ,Yes,,No,No,-81.63108354,30.95100584
205,d5a8b76c-7ee1-4497-bf71-b96b0d25f78a,01/26/2024 15:52:52.431,ek30648_USG,01/26/2024 15:52:52.431,ek30648_USG,01/25/2024 22:03:46.414,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7050,Tortoise Burrow,,25,No,No,Yes,No,Yes,,Yes,,No,No,-81.63128852,30.95096867
206,ffabfe16-3b96-4940-8a33-1077219fbbd3,01/26/2024 15:52:55.037,ek30648_USG,01/26/2024 15:52:55.037,ek30648_USG,01/25/2024 22:07:31.782,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7051,Tortoise Burrow,,30,Yes,No,Yes,Yes,Yes,,Yes,,Yes,Yes,-81.63144755,30.95083621
207,6938a420-df5c-4f31-b48e-aa1723f155c9,01/26/2024 15:52:58.507,ek30648_USG,01/26/2024 15:52:58.507,ek30648_USG,01/25/2024 22:16:51.771,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7052,Tortoise Burrow,,25,No,No,No,No,Yes,Soup ,Yes,,No,No,-81.63165379,30.95069096
208,e3891d9d-6d76-478f-b7cc-2b7dec6d7886,01/26/2024 15:53:02.046,ek30648_USG,01/26/2024 15:53:02.046,ek30648_USG,01/25/2024 22:23:34.580,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7053,Tortoise Burrow,,15,No,No,Yes,No,Yes,,Yes,,No,No,-81.63185651,30.95043222
209,ec5f8d30-e2d0-4e6d-9e4e-05d93dc9b31c,01/26/2024 15:53:02.572,ek30648_USG,01/26/2024 15:53:02.572,ek30648_USG,01/25/2024 22:29:01.271,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7054,Tortoise Burrow,,20,No,No,No,No,Yes,Soft soil in beginning ,Yes,,No,No,-81.63190923,30.95043517
210,26797bf4-5953-4646-b513-db899d8ff8d4,01/26/2024 15:53:03.887,ek30648_USG,01/26/2024 15:53:03.887,ek30648_USG,01/25/2024 22:34:23.385,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7054,Tortoise Burrow,,20,No,No,No,No,Yes,Wet ,Yes,,No,No,-81.63193021,30.95017584
211,429195df-98cd-4872-a802-9d9000fa38c3,01/26/2024 15:53:06.260,ek30648_USG,01/26/2024 15:53:06.260,ek30648_USG,01/25/2024 23:04:06.711,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7059,Tortoise Burrow,,15,No,No,No,No,Yes,Pine straw ,Yes,,No,No,-81.63149078,30.94925137
212,48b62f4c-18f2-493d-b402-b173b7ef6e4d,01/26/2024 15:53:07.555,ek30648_USG,01/26/2024 15:53:07.555,ek30648_USG,01/25/2024 23:29:37.409,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7060,Tortoise Burrow,,29,No,No,Yes,No,Yes,,Yes,,No,No,-81.63357516,30.94647565
